"","DBN","SCH_NAME","Cohort.Year","Cohort.Category","Total_Cohort_Num","Total_Grads_Num","Total_Grads_Pct","Total_Regents_Num","TR_Pct_of_Cohort","TR_Pct_of_Grads","Advanced_Regents_Num","AR_Pct_of_Cohort","AR_Pct_of_Grads","Regents_wo_Advanced_Num","RwA_Pct_of_Cohort","RwA_Pct_of_Grads","Local_Num","Local_Pct_of_Cohort","Local_Pct_of_Grads","Still_Enrolled_Num","Still_Enrolled_Pct","Dropped_Out_Num","Dropped_Out_Pct"
"13990","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLL",2002,"4 Year  June",131,58,"44.3%",0,"0.0%","0.0%",0,"0.0%","0.0%",0,"0.0%","0.0%",58,"44.3%","100.0%",60,"45.8%",12,"9.2%"
"13991","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLL",2002,"5 Year  June",131,92,"70.2%",27,"20.6%","29.3%",0,"0.0%","0.0%",27,"20.6%","29.3%",65,"49.6%","70.7%",13,"9.9%",24,"18.3%"
"13992","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLL",2002,"6 Year",131,99,"75.6%",33,"25.2%","33.3%",0,"0.0%","0.0%",33,"25.2%","33.3%",66,"50.4%","66.7%",5,"3.8%",25,"19.1%"
"13993","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLL",2003,"4 Year  June",108,50,"46.3%",49,"45.4%","98.0%",0,"0.0%","0.0%",49,"45.4%","98.0%",1,"0.9%","2.0%",49,"45.4%",5,"4.6%"
"13994","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLL",2003,"5 Year  June",108,87,"80.6%",86,"79.6%","98.9%",0,"0.0%","0.0%",86,"79.6%","98.9%",1,"0.9%","1.1%",10,"9.3%",7,"6.5%"
"13995","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLL",2003,"6 Year",106,91,"85.8%",89,"84.0%","97.8%",0,"0.0%","0.0%",89,"84.0%","97.8%",2,"1.9%","2.2%",1,"0.9%",10,"9.4%"
"13996","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLL",2004,"4 Year  June",103,53,"51.5%",50,"48.5%","94.3%",0,"0.0%","0.0%",50,"48.5%","94.3%",3,"2.9%","5.7%",47,"45.6%",3,"2.9%"
"13997","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLL",2004,"5 Year  June",100,89,"89.0%",86,"86.0%","96.6%",0,"0.0%","0.0%",86,"86.0%","96.6%",3,"3.0%","3.4%",4,"4.0%",6,"6.0%"
"13998","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLL",2004,"6 Year",100,91,"91.0%",88,"88.0%","96.7%",0,"0.0%","0.0%",88,"88.0%","96.7%",3,"3.0%","3.3%",2,"2.0%",6,"6.0%"
"13999","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLL",2005,"4 Year  June",44,31,"70.5%",31,"70.5%","100.0%",0,"0.0%","0.0%",31,"70.5%","100.0%",0,"0.0%","0.0%",6,"13.6%",5,"11.4%"
"14000","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLL",2005,"4 Year August",44,31,"70.5%",31,"70.5%","100.0%",0,"0.0%","0.0%",31,"70.5%","100.0%",0,"0.0%","0.0%",6,"13.6%",5,"11.4%"
"14001","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLL",2005,"5 Year  June",44,33,"75.0%",33,"75.0%","100.0%",0,"0.0%","0.0%",33,"75.0%","100.0%",0,"0.0%","0.0%",4,"9.1%",5,"11.4%"
"14002","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLL",2005,"6 Year",44,33,"75.0%",33,"75.0%","100.0%",0,"0.0%","0.0%",33,"75.0%","100.0%",0,"0.0%","0.0%",3,"6.8%",6,"13.6%"
"14003","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLL",2006,"4 Year  June",94,66,"70.2%",64,"68.1%","97.0%",0,"0.0%","0.0%",64,"68.1%","97.0%",2,"2.1%","3.0%",18,"19.1%",10,"10.6%"
"14004","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLL",2006,"4 Year August",94,66,"70.2%",64,"68.1%","97.0%",0,"0.0%","0.0%",64,"68.1%","97.0%",2,"2.1%","3.0%",18,"19.1%",10,"10.6%"
"14005","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLL",2006,"5 Year  June",93,77,"82.8%",74,"79.6%","96.1%",0,"0.0%","0.0%",74,"79.6%","96.1%",3,"3.2%","3.9%",0,"0.0%",14,"15.1%"
"14006","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLL",2006,"5 Year August",93,77,"82.8%",74,"79.6%","96.1%",0,"0.0%","0.0%",74,"79.6%","96.1%",3,"3.2%","3.9%",0,"0.0%",14,"15.1%"
"14007","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLL",2006,"6 Year",89,73,"82.0%",71,"79.8%","97.3%",0,"0.0%","0.0%",71,"79.8%","97.3%",2,"2.2%","2.7%",0,"0.0%",15,"16.9%"
"14008","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLL",2007,"4 Year  June",101,77,"76.2%",76,"75.2%","98.7%",0,"0.0%","0.0%",76,"75.2%","98.7%",1,"1.0%","1.3%",15,"14.9%",9,"8.9%"
"14009","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLL",2007,"4 Year August",101,79,"78.2%",78,"77.2%","98.7%",0,"0.0%","0.0%",78,"77.2%","98.7%",1,"1.0%","1.3%",13,"12.9%",9,"8.9%"
"14010","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLL",2007,"5 Year  June",44,32,"72.7%",31,"70.5%","96.9%",0,"0.0%","0.0%",31,"70.5%","96.9%",1,"2.3%","3.1%",5,"11.4%",7,"15.9%"
"14011","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLL",2007,"5 Year August",44,35,"79.5%",32,"72.7%","91.4%",0,"0.0%","0.0%",32,"72.7%","91.4%",3,"6.8%","8.6%",2,"4.5%",7,"15.9%"
"14012","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLL",2007,"6 Year",95,85,"89.5%",81,"85.3%","95.3%",0,"0.0%","0.0%",81,"85.3%","95.3%",4,"4.2%","4.7%",1,"1.1%",9,"9.5%"
"14013","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLL",2008,"4 Year  June",180,74,"41.1%",69,"38.3%","93.2%",0,"0.0%","0.0%",69,"38.3%","93.2%",5,"2.8%","6.8%",95,"52.8%",7,"3.9%"
"14014","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLL",2008,"4 Year August",180,83,"46.1%",78,"43.3%","94.0%",0,"0.0%","0.0%",78,"43.3%","94.0%",5,"2.8%","6.0%",87,"48.3%",6,"3.3%"
"14015","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLL",2008,"5 Year  June",179,161,"89.9%",153,"85.5%","95.0%",0,"0.0%","0.0%",153,"85.5%","95.0%",8,"4.5%","5.0%",7,"3.9%",8,"4.5%"
"14016","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLL",2008,"5 Year August",179,164,"91.6%",155,"86.6%","94.5%",0,"0.0%","0.0%",155,"86.6%","94.5%",9,"5.0%","5.5%",5,"2.8%",7,"3.9%"
"14017","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLL",2008,"6 Year",179,166,"92.7%",156,"87.2%","94.0%",0,"0.0%","0.0%",156,"87.2%","94.0%",10,"5.6%","6.0%",3,"1.7%",7,"3.9%"
"14018","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLL",2009,"4 Year  June",62,30,"48.4%",30,"48.4%","100.0%",0,"0.0%","0.0%",30,"48.4%","100.0%",0,"0.0%","0.0%",26,"41.9%",5,"8.1%"
"14019","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLL",2009,"4 Year August",62,31,"50.0%",31,"50.0%","100.0%",0,"0.0%","0.0%",31,"50.0%","100.0%",0,"0.0%","0.0%",25,"40.3%",5,"8.1%"
"14020","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLL",2009,"5 Year  June",64,41,"64.1%",41,"64.1%","100.0%",0,"0.0%","0.0%",41,"64.1%","100.0%",0,"0.0%","0.0%",14,"21.9%",8,"12.5%"
"14021","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLL",2009,"5 Year August",64,41,"64.1%",41,"64.1%","100.0%",0,"0.0%","0.0%",41,"64.1%","100.0%",0,"0.0%","0.0%",14,"21.9%",8,"12.5%"
"14022","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLL",2009,"6 Year",64,49,"76.6%",49,"76.6%","100.0%",0,"0.0%","0.0%",49,"76.6%","100.0%",0,"0.0%","0.0%",4,"6.3%",10,"15.6%"
"14023","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLL",2010,"4 Year  June",79,55,"69.6%",54,"68.4%","98.2%",0,"0.0%","0.0%",54,"68.4%","98.2%",1,"1.3%","1.8%",16,"20.3%",8,"10.1%"
"14024","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLL",2010,"4 Year August",79,55,"69.6%",54,"68.4%","98.2%",0,"0.0%","0.0%",54,"68.4%","98.2%",1,"1.3%","1.8%",16,"20.3%",8,"10.1%"
"14025","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLL",2010,"5 Year  June",78,63,"80.8%",61,"78.2%","96.8%",0,"0.0%","0.0%",61,"78.2%","96.8%",2,"2.6%","3.2%",8,"10.3%",6,"7.7%"
"14026","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLL",2010,"5 Year August",78,63,"80.8%",61,"78.2%","96.8%",0,"0.0%","0.0%",61,"78.2%","96.8%",2,"2.6%","3.2%",8,"10.3%",6,"7.7%"
"14027","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLL",2011,"4 Year  June",113,75,"66.4%",74,"65.5%","98.7%",0,"0.0%","0.0%",74,"65.5%","98.7%",1,"0.9%","1.3%",26,"23.0%",11,"9.7%"
"14028","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLL",2011,"4 Year August",113,75,"66.4%",74,"65.5%","98.7%",0,"0.0%","0.0%",74,"65.5%","98.7%",1,"0.9%","1.3%",26,"23.0%",11,"9.7%"
"14029","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2001,"4 Year  June",112,60,"53.6%",0,"0.0%","0.0%",0,"0.0%","0.0%",0,"0.0%","0.0%",60,"53.6%","100.0%",46,"41.1%",6,"5.4%"
"14030","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2001,"5 Year  June",112,89,"79.5%",0,"0.0%","0.0%",0,"0.0%","0.0%",0,"0.0%","0.0%",89,"79.5%","100.0%",13,"11.6%",10,"8.9%"
"14031","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2001,"6 Year",112,95,"84.8%",6,"5.4%","6.3%",0,"0.0%","0.0%",6,"5.4%","6.3%",89,"79.5%","93.7%",2,"1.8%",15,"13.4%"
"14032","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2002,"4 Year  June",109,47,"43.1%",0,"0.0%","0.0%",0,"0.0%","0.0%",0,"0.0%","0.0%",47,"43.1%","100.0%",59,"54.1%",2,"1.8%"
"14033","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2002,"5 Year  June",109,84,"77.1%",37,"33.9%","44.0%",0,"0.0%","0.0%",37,"33.9%","44.0%",47,"43.1%","56.0%",17,"15.6%",7,"6.4%"
"14034","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2002,"6 Year",109,97,"89.0%",50,"45.9%","51.5%",0,"0.0%","0.0%",50,"45.9%","51.5%",47,"43.1%","48.5%",3,"2.8%",8,"7.3%"
"14035","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2003,"4 Year  June",45,31,"68.9%",31,"68.9%","100.0%",0,"0.0%","0.0%",31,"68.9%","100.0%",0,"0.0%","0.0%",11,"24.4%",3,"6.7%"
"14036","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2003,"5 Year  June",45,40,"88.9%",40,"88.9%","100.0%",0,"0.0%","0.0%",40,"88.9%","100.0%",0,"0.0%","0.0%",2,"4.4%",3,"6.7%"
"14037","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2003,"6 Year",44,40,"90.9%",40,"90.9%","100.0%",0,"0.0%","0.0%",40,"90.9%","100.0%",0,"0.0%","0.0%",1,"2.3%",3,"6.8%"
"14038","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2004,"4 Year  June",116,61,"52.6%",57,"49.1%","93.4%",0,"0.0%","0.0%",57,"49.1%","93.4%",4,"3.4%","6.6%",46,"39.7%",9,"7.8%"
"14039","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2004,"5 Year  June",116,98,"84.5%",87,"75.0%","88.8%",0,"0.0%","0.0%",87,"75.0%","88.8%",11,"9.5%","11.2%",4,"3.4%",11,"9.5%"
"14040","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2004,"6 Year",116,98,"84.5%",87,"75.0%","88.8%",0,"0.0%","0.0%",87,"75.0%","88.8%",11,"9.5%","11.2%",3,"2.6%",14,"12.1%"
"14041","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2005,"4 Year  June",95,68,"71.6%",64,"67.4%","94.1%",0,"0.0%","0.0%",64,"67.4%","94.1%",4,"4.2%","5.9%",20,"21.1%",7,"7.4%"
"14042","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2005,"4 Year August",95,70,"73.7%",66,"69.5%","94.3%",0,"0.0%","0.0%",66,"69.5%","94.3%",4,"4.2%","5.7%",18,"18.9%",7,"7.4%"
"14043","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2005,"5 Year  June",97,78,"80.4%",74,"76.3%","94.9%",0,"0.0%","0.0%",74,"76.3%","94.9%",4,"4.1%","5.1%",9,"9.3%",10,"10.3%"
"14044","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2005,"6 Year",97,84,"86.6%",80,"82.5%","95.2%",0,"0.0%","0.0%",80,"82.5%","95.2%",4,"4.1%","4.8%",0,"0.0%",13,"13.4%"
"14045","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2006,"4 Year  June",124,60,"48.4%",60,"48.4%","100.0%",0,"0.0%","0.0%",60,"48.4%","100.0%",0,"0.0%","0.0%",54,"43.5%",10,"8.1%"
"14046","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2006,"4 Year August",124,79,"63.7%",78,"62.9%","98.7%",0,"0.0%","0.0%",78,"62.9%","98.7%",1,"0.8%","1.3%",35,"28.2%",10,"8.1%"
"14047","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2006,"5 Year  June",118,90,"76.3%",89,"75.4%","98.9%",0,"0.0%","0.0%",89,"75.4%","98.9%",1,"0.8%","1.1%",9,"7.6%",19,"16.1%"
"14048","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2006,"5 Year August",118,93,"78.8%",92,"78.0%","98.9%",0,"0.0%","0.0%",92,"78.0%","98.9%",1,"0.8%","1.1%",6,"5.1%",19,"16.1%"
"14049","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2006,"6 Year",127,107,"84.3%",105,"82.7%","98.1%",0,"0.0%","0.0%",105,"82.7%","98.1%",2,"1.6%","1.9%",4,"3.1%",16,"12.6%"
"14050","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2007,"4 Year  June",116,67,"57.8%",67,"57.8%","100.0%",0,"0.0%","0.0%",67,"57.8%","100.0%",0,"0.0%","0.0%",40,"34.5%",9,"7.8%"
"14051","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2007,"4 Year August",116,93,"80.2%",93,"80.2%","100.0%",0,"0.0%","0.0%",93,"80.2%","100.0%",0,"0.0%","0.0%",14,"12.1%",9,"7.8%"
"14052","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2007,"5 Year  June",79,63,"79.7%",63,"79.7%","100.0%",0,"0.0%","0.0%",63,"79.7%","100.0%",0,"0.0%","0.0%",5,"6.3%",11,"13.9%"
"14053","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2007,"5 Year August",79,64,"81.0%",64,"81.0%","100.0%",0,"0.0%","0.0%",64,"81.0%","100.0%",0,"0.0%","0.0%",4,"5.1%",11,"13.9%"
"14054","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2007,"6 Year",113,101,"89.4%",101,"89.4%","100.0%",0,"0.0%","0.0%",101,"89.4%","100.0%",0,"0.0%","0.0%",1,"0.9%",10,"8.8%"
"14055","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2008,"4 Year  June",118,59,"50.0%",58,"49.2%","98.3%",0,"0.0%","0.0%",58,"49.2%","98.3%",1,"0.8%","1.7%",48,"40.7%",10,"8.5%"
"14056","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2008,"4 Year August",118,84,"71.2%",83,"70.3%","98.8%",0,"0.0%","0.0%",83,"70.3%","98.8%",1,"0.8%","1.2%",23,"19.5%",10,"8.5%"
"14057","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2008,"5 Year  June",117,89,"76.1%",88,"75.2%","98.9%",0,"0.0%","0.0%",88,"75.2%","98.9%",1,"0.9%","1.1%",15,"12.8%",12,"10.3%"
"14058","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2008,"5 Year August",117,92,"78.6%",91,"77.8%","98.9%",0,"0.0%","0.0%",91,"77.8%","98.9%",1,"0.9%","1.1%",12,"10.3%",12,"10.3%"
"14059","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2008,"6 Year",117,100,"85.5%",99,"84.6%","99.0%",0,"0.0%","0.0%",99,"84.6%","99.0%",1,"0.9%","1.0%",5,"4.3%",11,"9.4%"
"14060","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2009,"4 Year  June",102,58,"56.9%",58,"56.9%","100.0%",0,"0.0%","0.0%",58,"56.9%","100.0%",0,"0.0%","0.0%",35,"34.3%",8,"7.8%"
"14061","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2009,"4 Year August",102,69,"67.6%",69,"67.6%","100.0%",0,"0.0%","0.0%",69,"67.6%","100.0%",0,"0.0%","0.0%",24,"23.5%",8,"7.8%"
"14062","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2009,"5 Year  June",101,78,"77.2%",78,"77.2%","100.0%",0,"0.0%","0.0%",78,"77.2%","100.0%",0,"0.0%","0.0%",10,"9.9%",12,"11.9%"
"14063","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2009,"5 Year August",101,80,"79.2%",79,"78.2%","98.8%",0,"0.0%","0.0%",79,"78.2%","98.8%",1,"1.0%","1.3%",8,"7.9%",12,"11.9%"
"14064","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2009,"6 Year",101,81,"80.2%",80,"79.2%","98.8%",0,"0.0%","0.0%",80,"79.2%","98.8%",1,"1.0%","1.2%",7,"6.9%",12,"11.9%"
"14065","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2010,"4 Year  June",112,87,"77.7%",87,"77.7%","100.0%",0,"0.0%","0.0%",87,"77.7%","100.0%",0,"0.0%","0.0%",20,"17.9%",5,"4.5%"
"14066","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2010,"4 Year August",112,90,"80.4%",90,"80.4%","100.0%",0,"0.0%","0.0%",90,"80.4%","100.0%",0,"0.0%","0.0%",17,"15.2%",5,"4.5%"
"14067","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2010,"5 Year  June",112,95,"84.8%",95,"84.8%","100.0%",0,"0.0%","0.0%",95,"84.8%","100.0%",0,"0.0%","0.0%",10,"8.9%",7,"6.3%"
"14068","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2010,"5 Year August",112,97,"86.6%",97,"86.6%","100.0%",0,"0.0%","0.0%",97,"86.6%","100.0%",0,"0.0%","0.0%",8,"7.1%",7,"6.3%"
"14069","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2011,"4 Year  June",99,80,"80.8%",80,"80.8%","100.0%",0,"0.0%","0.0%",80,"80.8%","100.0%",0,"0.0%","0.0%",15,"15.2%",4,"4.0%"
"14070","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLE",2011,"4 Year August",99,82,"82.8%",81,"81.8%","98.8%",0,"0.0%","0.0%",81,"81.8%","98.8%",1,"1.0%","1.2%",13,"13.1%",4,"4.0%"
"14071","24Q550","HIGH SCHOOL FOR ARTS AND BUSINESS",2001,"4 Year  June",189,101,"53.4%",84,"44.4%","83.2%",15,"7.9%","14.9%",69,"36.5%","68.3%",17,"9.0%","16.8%",70,"37.0%",18,"9.5%"
"14072","24Q550","HIGH SCHOOL FOR ARTS AND BUSINESS",2001,"5 Year  June",189,130,"68.8%",96,"50.8%","73.8%",15,"7.9%","11.5%",81,"42.9%","62.3%",34,"18.0%","26.2%",29,"15.3%",30,"15.9%"
"14073","24Q550","HIGH SCHOOL FOR ARTS AND BUSINESS",2001,"6 Year",189,144,"76.2%",100,"52.9%","69.4%",15,"7.9%","10.4%",85,"45.0%","59.0%",45,"23.8%","31.3%",13,"6.9%",32,"16.9%"
"14074","24Q550","HIGH SCHOOL FOR ARTS AND BUSINESS",2002,"4 Year  June",183,93,"50.8%",84,"45.9%","90.3%",10,"5.5%","10.8%",74,"40.4%","79.6%",9,"4.9%","9.7%",72,"39.3%",15,"8.2%"
"14075","24Q550","HIGH SCHOOL FOR ARTS AND BUSINESS",2002,"5 Year  June",183,125,"68.3%",103,"56.3%","82.4%",10,"5.5%","8.0%",93,"50.8%","74.4%",22,"12.0%","17.6%",29,"15.8%",26,"14.2%"
"14076","24Q550","HIGH SCHOOL FOR ARTS AND BUSINESS",2002,"6 Year",183,133,"72.7%",107,"58.5%","80.5%",10,"5.5%","7.5%",97,"53.0%","72.9%",26,"14.2%","19.5%",20,"10.9%",27,"14.8%"
"14077","24Q550","HIGH SCHOOL FOR ARTS AND BUSINESS",2003,"4 Year  June",130,82,"63.1%",72,"55.4%","87.8%",20,"15.4%","24.4%",52,"40.0%","63.4%",10,"7.7%","12.2%",34,"26.2%",13,"10.0%"
"14078","24Q550","HIGH SCHOOL FOR ARTS AND BUSINESS",2003,"5 Year  June",130,94,"72.3%",80,"61.5%","85.1%",20,"15.4%","21.3%",60,"46.2%","63.8%",14,"10.8%","14.9%",17,"13.1%",18,"13.8%"
"14079","24Q550","HIGH SCHOOL FOR ARTS AND BUSINESS",2003,"6 Year",131,103,"78.6%",84,"64.1%","81.6%",20,"15.3%","19.4%",64,"48.9%","62.1%",19,"14.5%","18.4%",6,"4.6%",19,"14.5%"
"14080","24Q550","HIGH SCHOOL FOR ARTS AND BUSINESS",2004,"4 Year  June",172,97,"56.4%",90,"52.3%","92.8%",5,"2.9%","5.2%",85,"49.4%","87.6%",7,"4.1%","7.2%",48,"27.9%",26,"15.1%"
"14081","24Q550","HIGH SCHOOL FOR ARTS AND BUSINESS",2004,"5 Year  June",176,116,"65.9%",102,"58.0%","87.9%",6,"3.4%","5.2%",96,"54.5%","82.8%",14,"8.0%","12.1%",18,"10.2%",33,"18.8%"
"14082","24Q550","HIGH SCHOOL FOR ARTS AND BUSINESS",2004,"6 Year",176,124,"70.5%",104,"59.1%","83.9%",6,"3.4%","4.8%",98,"55.7%","79.0%",20,"11.4%","16.1%",10,"5.7%",40,"22.7%"
"14083","24Q550","HIGH SCHOOL FOR ARTS AND BUSINESS",2005,"4 Year  June",172,106,"61.6%",92,"53.5%","86.8%",26,"15.1%","24.5%",66,"38.4%","62.3%",14,"8.1%","13.2%",47,"27.3%",16,"9.3%"
"14084","24Q550","HIGH SCHOOL FOR ARTS AND BUSINESS",2005,"4 Year August",172,118,"68.6%",101,"58.7%","85.6%",26,"15.1%","22.0%",75,"43.6%","63.6%",17,"9.9%","14.4%",35,"20.3%",16,"9.3%"
"14085","24Q550","HIGH SCHOOL FOR ARTS AND BUSINESS",2005,"5 Year  June",177,131,"74.0%",110,"62.1%","84.0%",26,"14.7%","19.8%",84,"47.5%","64.1%",21,"11.9%","16.0%",19,"10.7%",25,"14.1%"
"14086","24Q550","HIGH SCHOOL FOR ARTS AND BUSINESS",2005,"6 Year",175,134,"76.6%",111,"63.4%","82.8%",26,"14.9%","19.4%",85,"48.6%","63.4%",23,"13.1%","17.2%",9,"5.1%",30,"17.1%"
"14087","24Q550","HIGH SCHOOL FOR ARTS AND BUSINESS",2006,"4 Year  June",187,126,"67.4%",114,"61.0%","90.5%",21,"11.2%","16.7%",93,"49.7%","73.8%",12,"6.4%","9.5%",39,"20.9%",17,"9.1%"
"14088","24Q550","HIGH SCHOOL FOR ARTS AND BUSINESS",2006,"4 Year August",187,132,"70.6%",119,"63.6%","90.2%",21,"11.2%","15.9%",98,"52.4%","74.2%",13,"7.0%","9.8%",33,"17.6%",17,"9.1%"
"14089","24Q550","HIGH SCHOOL FOR ARTS AND BUSINESS",2006,"5 Year  June",188,145,"77.1%",130,"69.1%","89.7%",21,"11.2%","14.5%",109,"58.0%","75.2%",15,"8.0%","10.3%",5,"2.7%",33,"17.6%"
