DBN,School Name,Year,Total Enrollment,Grade PK,Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Other,% Other,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty
30Q230,I.S. 230,2011-12,970,0,0,0,0,0,0,0,314,326,330,0,0,0,0,498,51.30%,472,48.70%,407,42.00%,17,1.80%,458,47.20%,4,0.40%,84,8.70%,120,12.40%,124,12.80%,839,86.50%
30Q230,I.S. 230,2012-13,969,0,0,0,0,0,0,0,308,326,335,0,0,0,0,485,50.10%,484,49.90%,390,40.20%,15,1.50%,475,49.00%,2,0.20%,87,9.00%,111,11.50%,114,11.80%,853,88.00%
30Q230,I.S. 230,2013-14,997,0,0,0,0,0,0,0,332,328,337,0,0,0,0,494,49.50%,503,50.50%,382,38.30%,12,1.20%,497,49.80%,9,0.90%,97,9.70%,115,11.50%,98,9.80%,844,84.70%
30Q230,I.S. 230,2014-15,1078,0,0,0,0,0,0,0,404,338,336,0,0,0,0,528,49.00%,550,51.00%,411,38.10%,10,0.90%,575,53.30%,7,0.60%,75,7.00%,124,11.50%,116,10.80%,845,78.40%
30Q230,I.S. 230,2015-16,1198,0,0,0,0,0,0,0,434,434,330,0,0,0,0,584,48.70%,614,51.30%,442,36.90%,10,0.80%,675,56.30%,11,0.90%,60,5.00%,144,12.00%,131,10.90%,894,74.60%
30Q234,P.S. 234,2011-12,682,36,108,118,102,100,115,103,0,0,0,0,0,0,0,363,53.20%,319,46.80%,141,20.70%,31,4.50%,310,45.50%,23,3.40%,177,26.00%,70,10.30%,148,21.70%,597,87.50%
30Q234,P.S. 234,2012-13,683,35,111,119,107,95,105,111,0,0,0,0,0,0,0,365,53.40%,318,46.60%,166,24.30%,27,4.00%,275,40.30%,20,2.90%,195,28.60%,72,10.50%,163,23.90%,579,84.80%
30Q234,P.S. 234,2013-14,643,36,97,107,108,104,93,98,0,0,0,0,0,0,0,320,49.80%,323,50.20%,161,25.00%,25,3.90%,252,39.20%,13,2.00%,192,29.90%,85,13.20%,148,23.00%,548,85.20%
30Q234,P.S. 234,2014-15,624,43,110,80,100,104,102,85,0,0,0,0,0,0,0,320,51.30%,304,48.70%,153,24.50%,26,4.20%,250,40.10%,8,1.30%,187,30.00%,94,15.10%,151,24.20%,519,83.20%
30Q234,P.S. 234,2015-16,600,36,89,98,84,99,100,94,0,0,0,0,0,0,0,289,48.20%,311,51.80%,145,24.20%,33,5.50%,230,38.30%,7,1.20%,185,30.80%,90,15.00%,135,22.50%,507,84.50%
30Q235,Academy for New Americans,2011-12,152,0,0,0,0,0,0,0,28,46,78,0,0,0,0,74,48.70%,78,51.30%,54,35.50%,2,1.30%,80,52.60%,0,0.00%,16,10.50%,0,0.00%,139,91.40%,142,93.40%
30Q235,Academy for New Americans,2012-13,155,0,0,0,0,0,0,0,31,58,66,0,0,0,0,81,52.30%,74,47.70%,47,30.30%,2,1.30%,85,54.80%,0,0.00%,21,13.50%,0,0.00%,146,94.20%,145,93.50%
30Q235,Academy for New Americans,2013-14,166,0,0,0,0,0,0,0,31,56,79,0,0,0,0,70,42.20%,96,57.80%,42,25.30%,1,0.60%,101,60.80%,1,0.60%,21,12.70%,3,1.80%,166,100.00%,163,98.20%
30Q235,Academy for New Americans,2014-15,150,0,0,0,0,0,0,0,32,58,60,0,0,0,0,75,50.00%,75,50.00%,39,26.00%,3,2.00%,91,60.70%,0,0.00%,17,11.30%,0,0.00%,150,100.00%,144,96.00%
30Q235,Academy for New Americans,2015-16,150,0,0,0,0,0,0,0,27,55,68,0,0,0,0,73,48.70%,77,51.30%,33,22.00%,2,1.30%,92,61.30%,0,0.00%,23,15.30%,0,0.00%,149,99.30%,138,92.00%
30Q258,Energy Tech High School,2013-14,119,0,0,0,0,0,0,0,0,0,0,119,0,0,0,18,15.10%,101,84.90%,27,22.70%,13,10.90%,49,41.20%,14,11.80%,16,13.40%,21,17.60%,8,6.70%,92,77.30%
30Q258,Energy Tech High School,2014-15,227,0,0,0,0,0,0,0,0,0,0,122,105,0,0,48,21.10%,179,78.90%,53,23.30%,25,11.00%,98,43.20%,15,6.60%,36,15.90%,37,16.30%,11,4.80%,174,76.70%
30Q258,Energy Tech High School,2015-16,331,0,0,0,0,0,0,0,0,0,0,119,117,95,0,72,21.80%,259,78.20%,72,21.80%,31,9.40%,159,48.00%,19,5.70%,50,15.10%,53,16.00%,10,3.00%,260,78.50%
30Q280,P.S. 280,2011-12,216,0,109,107,0,0,0,0,0,0,0,0,0,0,0,100,46.30%,116,53.70%,14,6.50%,2,0.90%,194,89.80%,1,0.50%,5,2.30%,46,21.30%,144,66.70%,204,94.40%
30Q280,P.S. 280,2012-13,357,0,126,123,108,0,0,0,0,0,0,0,0,0,0,165,46.20%,192,53.80%,23,6.40%,3,0.80%,325,91.00%,2,0.60%,4,1.10%,72,20.20%,218,61.10%,343,96.10%
30Q280,P.S. 280,2013-14,478,0,107,136,130,105,0,0,0,0,0,0,0,0,0,230,48.10%,248,51.90%,33,6.90%,4,0.80%,432,90.40%,2,0.40%,7,1.50%,88,18.40%,293,61.30%,460,96.20%
30Q280,P.S. 280,2014-15,575,0,100,111,134,129,101,0,0,0,0,0,0,0,0,266,46.30%,309,53.70%,47,8.20%,3,0.50%,513,89.20%,4,0.70%,8,1.40%,93,16.20%,253,44.00%,559,97.20%
30Q280,P.S. 280,2015-16,706,0,106,123,116,137,126,98,0,0,0,0,0,0,0,344,48.70%,362,51.30%,46,6.50%,4,0.60%,640,90.70%,6,0.80%,10,1.40%,103,14.60%,277,39.20%,687,97.30%
30Q286,Young Women's Leadership School  Astoria,2011-12,495,0,0,0,0,0,0,0,91,80,87,78,79,80,0,495,100.00%,0,0.00%,194,39.20%,21,4.20%,200,40.40%,0,0.00%,80,16.20%,27,5.50%,27,5.50%,404,81.60%
30Q286,Young Women's Leadership School  Astoria,2012-13,577,0,0,0,0,0,0,0,87,93,84,84,70,80,79,577,100.00%,0,0.00%,211,36.60%,27,4.70%,235,40.70%,0,0.00%,104,18.00%,39,6.80%,27,4.70%,485,84.10%
30Q286,Young Women's Leadership School  Astoria,2013-14,576,0,0,0,0,0,0,0,83,86,89,86,78,74,80,576,100.00%,0,0.00%,198,34.40%,31,5.40%,228,39.60%,2,0.30%,117,20.30%,51,8.90%,20,3.50%,470,81.60%
30Q286,Young Women's Leadership School  Astoria,2014-15,572,0,0,0,0,0,0,0,87,79,85,86,80,77,78,572,100.00%,0,0.00%,193,33.70%,35,6.10%,235,41.10%,3,0.50%,106,18.50%,54,9.40%,19,3.30%,460,80.40%
30Q286,Young Women's Leadership School  Astoria,2015-16,561,0,0,0,0,0,0,0,83,84,78,78,81,81,76,561,100.00%,0,0.00%,192,34.20%,36,6.40%,239,42.60%,2,0.40%,92,16.40%,59,10.50%,19,3.40%,477,85.00%
30Q291,Hunters Point Community Middle School,2013-14,98,0,0,0,0,0,0,0,98,0,0,0,0,0,0,55,56.10%,43,43.90%,17,17.30%,19,19.40%,48,49.00%,2,2.00%,12,12.20%,21,21.40%,8,8.20%,75,76.50%
30Q291,Hunters Point Community Middle School,2014-15,227,0,0,0,0,0,0,0,95,132,0,0,0,0,0,125,55.10%,102,44.90%,37,16.30%,37,16.30%,114,50.20%,7,3.10%,32,14.10%,53,23.30%,18,7.90%,145,63.90%
30Q291,Hunters Point Community Middle School,2015-16,374,0,0,0,0,0,0,0,115,137,122,0,0,0,0,194,51.90%,180,48.10%,61,16.30%,48,12.80%,189,50.50%,9,2.40%,67,17.90%,78,20.90%,27,7.20%,208,55.60%
30Q300,The 30th Avenue School (G&T Citywide),2014-15,117,0,51,36,0,0,0,0,30,0,0,0,0,0,0,59,50.40%,58,49.60%,51,43.60%,8,6.80%,6,5.10%,15,12.80%,37,31.60%,4,3.40%,7,6.00%,117,100.00%
30Q300,The 30th Avenue School (G&T Citywide),2015-16,236,0,51,57,52,0,0,0,51,25,0,0,0,0,0,122,51.70%,114,48.30%,106,44.90%,13,5.50%,21,8.90%,24,10.20%,72,30.50%,11,4.70%,2,0.80%,236,100.00%
30Q301,Academy for Careers in Television and Film,2011-12,419,0,0,0,0,0,0,0,0,0,0,123,106,90,100,196,46.80%,223,53.20%,25,6.00%,86,20.50%,224,53.50%,5,1.20%,79,18.90%,63,15.00%,12,2.90%,297,70.90%
30Q301,Academy for Careers in Television and Film,2012-13,437,0,0,0,0,0,0,0,0,0,0,137,111,99,90,205,46.90%,232,53.10%,23,5.30%,79,18.10%,245,56.10%,12,2.70%,78,17.80%,75,17.20%,14,3.20%,301,68.90%
30Q301,Academy for Careers in Television and Film,2013-14,470,0,0,0,0,0,0,0,0,0,0,137,135,103,95,218,46.40%,252,53.60%,27,5.70%,81,17.20%,264,56.20%,4,0.90%,94,20.00%,85,18.10%,12,2.60%,322,68.50%
30Q301,Academy for Careers in Television and Film,2014-15,515,0,0,0,0,0,0,0,0,0,0,153,126,134,102,260,50.50%,255,49.50%,30,5.80%,82,15.90%,280,54.40%,17,3.30%,106,20.60%,94,18.30%,12,2.30%,350,68.00%
30Q301,Academy for Careers in Television and Film,2015-16,545,0,0,0,0,0,0,0,0,0,0,149,146,122,128,280,51.40%,265,48.60%,34,6.20%,86,15.80%,293,53.80%,23,4.20%,109,20.00%,107,19.60%,9,1.70%,336,61.70%
30Q329,East Elmhurst Community School,2013-14,74,0,74,0,0,0,0,0,0,0,0,0,0,0,0,31,41.90%,43,58.10%,2,2.70%,1,1.40%,67,90.50%,0,0.00%,4,5.40%,14,18.90%,41,55.40%,72,97.30%
30Q329,East Elmhurst Community School,2014-15,155,0,78,77,0,0,0,0,0,0,0,0,0,0,0,70,45.20%,85,54.80%,5,3.20%,14,9.00%,129,83.20%,1,0.60%,6,3.90%,29,18.70%,83,53.50%,151,97.40%
30Q329,East Elmhurst Community School,2015-16,239,0,79,84,76,0,0,0,0,0,0,0,0,0,0,111,46.40%,128,53.60%,6,2.50%,19,7.90%,203,84.90%,2,0.80%,9,3.80%,46,19.20%,122,51.00%,231,96.70%
30Q361,The Woodside Community School,2015-16,124,53,71,0,0,0,0,0,0,0,0,0,0,0,0,61,49.20%,63,50.80%,44,35.50%,1,0.80%,69,55.60%,4,3.20%,6,4.80%,13,10.50%,24,19.40%,98,79.00%
30Q389,Pre-K Center District 30,2015-16,224,224,0,0,0,0,0,0,0,0,0,0,0,0,0,99,44.20%,125,55.80%,36,16.10%,15,6.70%,136,60.70%,1,0.40%,36,16.10%,4,1.80%,0,0.00%,224,100.00%
30Q445,William Cullen Bryant High School,2011-12,2945,0,0,0,0,0,0,0,0,0,0,907,861,570,607,1364,46.30%,1581,53.70%,852,28.90%,216,7.30%,1438,48.80%,12,0.40%,427,14.50%,351,11.90%,532,18.10%,1981,67.30%
30Q445,William Cullen Bryant High School,2012-13,2766,0,0,0,0,0,0,0,0,0,0,749,786,653,578,1244,45.00%,1522,55.00%,781,28.20%,176,6.40%,1363,49.30%,21,0.80%,425,15.40%,350,12.70%,489,17.70%,2003,72.40%
30Q445,William Cullen Bryant High School,2013-14,2627,0,0,0,0,0,0,0,0,0,0,772,768,474,613,1144,43.50%,1483,56.50%,723,27.50%,166,6.30%,1297,49.40%,16,0.60%,425,16.20%,334,12.70%,439,16.70%,1907,72.60%
30Q445,William Cullen Bryant High School,2014-15,2496,0,0,0,0,0,0,0,0,0,0,784,667,504,541,1114,44.60%,1382,55.40%,709,28.40%,145,5.80%,1216,48.70%,25,1.00%,401,16.10%,329,13.20%,372,14.90%,1909,76.50%
30Q445,William Cullen Bryant High School,2015-16,2437,0,0,0,0,0,0,0,0,0,0,706,706,470,555,1111,45.60%,1326,54.40%,650,26.70%,150,6.20%,1226,50.30%,37,1.50%,374,15.30%,342,14.00%,331,13.60%,1809,74.20%
30Q450,Long Island City High School,2011-12,3386,0,0,0,0,0,0,0,0,0,0,949,1043,797,597,1648,48.70%,1738,51.30%,448,13.20%,387,11.40%,2122,62.70%,6,0.20%,423,12.50%,470,13.90%,470,13.90%,2432,71.80%
30Q450,Long Island City High School,2012-13,3029,0,0,0,0,0,0,0,0,0,0,697,891,657,784,1471,48.60%,1558,51.40%,437,14.40%,346,11.40%,1879,62.00%,23,0.80%,344,11.40%,457,15.10%,444,14.70%,2333,77.00%
30Q450,Long Island City High School,2013-14,2522,0,0,0,0,0,0,0,0,0,0,688,642,584,608,1233,48.90%,1289,51.10%,384,15.20%,295,11.70%,1565,62.10%,23,0.90%,255,10.10%,412,16.30%,327,13.00%,1987,78.80%
30Q450,Long Island City High School,2014-15,2123,0,0,0,0,0,0,0,0,0,0,756,572,390,405,1064,50.10%,1059,49.90%,334,15.70%,285,13.40%,1281,60.30%,32,1.50%,191,9.00%,373,17.60%,253,11.90%,1791,84.40%
30Q450,Long Island City High School,2015-16,2077,0,0,0,0,0,0,0,0,0,0,952,443,284,398,1035,49.80%,1042,50.20%,346,16.70%,273,13.10%,1273,61.30%,42,2.00%,143,6.90%,358,17.20%,240,11.60%,1598,76.90%
30Q501,Frank Sinatra School of the Arts High School,2011-12,756,0,0,0,0,0,0,0,0,0,0,177,178,226,175,529,70.00%,227,30.00%,66,8.70%,128,16.90%,206,27.20%,6,0.80%,350,46.30%,17,2.20%,1,0.10%,248,32.80%
30Q501,Frank Sinatra School of the Arts High School,2012-13,786,0,0,0,0,0,0,0,0,0,0,198,185,178,225,545,69.30%,241,30.70%,67,8.50%,128,16.30%,209,26.60%,20,2.50%,362,46.10%,23,2.90%,0,0.00%,301,38.30%
30Q501,Frank Sinatra School of the Arts High School,2013-14,756,0,0,0,0,0,0,0,0,0,0,227,186,176,167,535,70.80%,221,29.20%,69,9.10%,115,15.20%,223,29.50%,9,1.20%,340,45.00%,39,5.20%,3,0.40%,298,39.40%
30Q501,Frank Sinatra School of the Arts High School,2014-15,808,0,0,0,0,0,0,0,0,0,0,222,242,173,171,563,69.70%,245,30.30%,85,10.50%,110,13.60%,270,33.40%,30,3.70%,313,38.70%,59,7.30%,3,0.40%,316,39.10%
30Q501,Frank Sinatra School of the Arts High School,2015-16,828,0,0,0,0,0,0,0,0,0,0,189,234,234,171,562,67.90%,266,32.10%,92,11.10%,114,13.80%,277,33.50%,54,6.50%,291,35.10%,82,9.90%,3,0.40%,338,40.80%
30Q502,Information Technology High School,2011-12,917,0,0,0,0,0,0,0,0,0,0,273,239,200,205,259,28.20%,658,71.80%,143,15.60%,166,18.10%,519,56.60%,3,0.30%,86,9.40%,155,16.90%,88,9.60%,737,80.40%
30Q502,Information Technology High School,2012-13,920,0,0,0,0,0,0,0,0,0,0,275,272,184,189,264,28.70%,656,71.30%,144,15.70%,153,16.60%,531,57.70%,4,0.40%,88,9.60%,145,15.80%,96,10.40%,763,82.90%
30Q502,Information Technology High School,2013-14,920,0,0,0,0,0,0,0,0,0,0,249,252,198,221,267,29.00%,653,71.00%,148,16.10%,150,16.30%,533,57.90%,8,0.90%,81,8.80%,145,15.80%,98,10.70%,748,81.30%
30Q502,Information Technology High School,2014-15,970,0,0,0,0,0,0,0,0,0,0,315,243,186,226,241,24.80%,729,75.20%,177,18.20%,144,14.80%,548,56.50%,11,1.10%,90,9.30%,175,18.00%,84,8.70%,778,80.20%
30Q502,Information Technology High School,2015-16,961,0,0,0,0,0,0,0,0,0,0,280,283,203,195,214,22.30%,747,77.70%,189,19.70%,137,14.30%,532,55.40%,19,2.00%,84,8.70%,173,18.00%,75,7.80%,733,76.30%
30Q555,Newcomers High School,2011-12,932,0,0,0,0,0,0,0,0,0,0,147,376,217,192,436,46.80%,496,53.20%,450,48.30%,52,5.60%,405,43.50%,1,0.10%,24,2.60%,0,0.00%,871,93.50%,815,87.40%
30Q555,Newcomers High School,2012-13,935,0,0,0,0,0,0,0,0,0,0,147,324,228,236,428,45.80%,507,54.20%,425,45.50%,43,4.60%,423,45.20%,3,0.30%,41,4.40%,1,0.10%,858,91.80%,843,90.20%
30Q555,Newcomers High School,2013-14,929,0,0,0,0,0,0,0,0,0,0,125,336,226,242,432,46.50%,497,53.50%,374,40.30%,31,3.30%,473,50.90%,3,0.30%,48,5.20%,10,1.10%,809,87.10%,853,91.80%
30Q555,Newcomers High School,2014-15,993,0,0,0,0,0,0,0,0,0,0,169,369,186,269,453,45.60%,540,54.40%,364,36.70%,24,2.40%,542,54.60%,1,0.10%,62,6.20%,10,1.00%,763,76.80%,902,90.80%
30Q555,Newcomers High School,2015-16,891,0,0,0,0,0,0,0,0,0,0,143,304,215,229,406,45.60%,485,54.40%,281,31.50%,21,2.40%,531,59.60%,2,0.20%,56,6.30%,8,0.90%,598,67.10%,775,87.00%
30Q575,Academy of American Studies,2011-12,704,0,0,0,0,0,0,0,0,0,0,213,176,173,142,387,55.00%,317,45.00%,205,29.10%,48,6.80%,244,34.70%,0,0.00%,207,29.40%,58,8.20%,40,5.70%,485,68.90%
30Q575,Academy of American Studies,2012-13,752,0,0,0,0,0,0,0,0,0,0,235,189,157,171,419,55.70%,333,44.30%,207,27.50%,60,8.00%,270,35.90%,1,0.10%,214,28.50%,65,8.60%,30,4.00%,533,70.90%
30Q575,Academy of American Studies,2013-14,810,0,0,0,0,0,0,0,0,0,0,258,228,176,148,462,57.00%,348,43.00%,246,30.40%,67,8.30%,289,35.70%,3,0.40%,205,25.30%,68,8.40%,27,3.30%,592,73.10%
30Q575,Academy of American Studies,2014-15,874,0,0,0,0,0,0,0,0,0,0,240,263,202,169,493,56.40%,381,43.60%,257,29.40%,64,7.30%,301,34.40%,6,0.70%,246,28.10%,78,8.90%,27,3.10%,620,70.90%
30Q575,Academy of American Studies,2015-16,890,0,0,0,0,0,0,0,0,0,0,199,259,230,202,507,57.00%,383,43.00%,255,28.70%,69,7.80%,297,33.40%,7,0.80%,262,29.40%,91,10.20%,24,2.70%,633,71.10%
30Q580,Baccalaureate School for Global Education,2011-12,440,0,0,0,0,0,0,0,0,100,81,79,69,53,58,243,55.20%,197,44.80%,153,34.80%,14,3.20%,107,24.30%,2,0.50%,164,37.30%,1,0.20%,0,0.00%,201,45.70%
30Q580,Baccalaureate School for Global Education,2012-13,475,0,0,0,0,0,0,0,0,107,98,84,71,63,52,264,55.60%,211,44.40%,194,40.80%,11,2.30%,101,21.30%,9,1.90%,160,33.70%,0,0.00%,0,0.00%,224,47.20%
30Q580,Baccalaureate School for Global Education,2013-14,500,0,0,0,0,0,0,0,0,84,108,95,81,69,63,277,55.40%,223,44.60%,224,44.80%,10,2.00%,95,19.00%,11,2.20%,160,32.00%,3,0.60%,0,0.00%,223,44.60%
30Q580,Baccalaureate School for Global Education,2014-15,478,0,0,0,0,0,0,0,0,80,82,79,91,78,68,270,56.50%,208,43.50%,225,47.10%,9,1.90%,80,16.70%,11,2.30%,153,32.00%,3,0.60%,0,0.00%,204,42.70%
30Q580,Baccalaureate School for Global Education,2015-16,486,0,0,0,0,0,0,0,0,106,80,55,78,89,78,267,54.90%,219,45.10%,239,49.20%,10,2.10%,72,14.80%,14,2.90%,151,31.10%,5,1.00%,1,0.20%,195,40.10%
31R001,P.S. 001 Tottenville,2011-12,550,31,90,68,89,88,84,100,0,0,0,0,0,0,0,272,49.50%,278,50.50%,10,1.80%,7,1.30%,77,14.00%,3,0.50%,453,82.40%,131,23.80%,29,5.30%,168,30.50%
31R001,P.S. 001 Tottenville,2012-13,526,33,79,81,72,84,89,88,0,0,0,0,0,0,0,265,50.40%,261,49.60%,11,2.10%,7,1.30%,77,14.60%,2,0.40%,429,81.60%,143,27.20%,21,4.00%,187,35.60%
31R001,P.S. 001 Tottenville,2013-14,521,34,73,86,83,68,90,87,0,0,0,0,0,0,0,264,50.70%,257,49.30%,7,1.30%,6,1.20%,80,15.40%,1,0.20%,427,82.00%,160,30.70%,22,4.20%,196,37.60%
31R001,P.S. 001 Tottenville,2014-15,520,32,86,71,83,86,72,90,0,0,0,0,0,0,0,267,51.30%,253,48.70%,7,1.30%,8,1.50%,82,15.80%,0,0.00%,423,81.30%,161,31.00%,28,5.40%,203,39.00%
31R001,P.S. 001 Tottenville,2015-16,491,34,57,89,73,85,81,72,0,0,0,0,0,0,0,247,50.30%,244,49.70%,6,1.20%,9,1.80%,81,16.50%,1,0.20%,394,80.20%,145,29.50%,24,4.90%,177,36.00%
31R002,I.S. R002 George L. Egbert,2011-12,991,0,0,0,0,0,0,0,367,323,301,0,0,0,0,477,48.10%,514,51.90%,87,8.80%,69,7.00%,275,27.70%,3,0.30%,557,56.20%,221,22.30%,66,6.70%,687,69.30%
31R002,I.S. R002 George L. Egbert,2012-13,1000,0,0,0,0,0,0,0,299,372,329,0,0,0,0,478,47.80%,522,52.20%,87,8.70%,78,7.80%,280,28.00%,6,0.60%,549,54.90%,219,21.90%,59,5.90%,723,72.30%
31R002,I.S. R002 George L. Egbert,2013-14,893,0,0,0,0,0,0,0,240,295,358,0,0,0,0,428,47.90%,465,52.10%,98,11.00%,61,6.80%,232,26.00%,7,0.80%,495,55.40%,205,23.00%,53,5.90%,625,70.00%
31R002,I.S. R002 George L. Egbert,2014-15,816,0,0,0,0,0,0,0,270,238,308,0,0,0,0,402,49.30%,414,50.70%,76,9.30%,54,6.60%,241,29.50%,5,0.60%,440,53.90%,213,26.10%,45,5.50%,554,67.90%
31R002,I.S. R002 George L. Egbert,2015-16,809,0,0,0,0,0,0,0,282,274,253,0,0,0,0,397,49.10%,412,50.90%,87,10.80%,47,5.80%,231,28.60%,8,1.00%,436,53.90%,203,25.10%,43,5.30%,543,67.10%
31R003,P.S. 003 The Margaret Gioiosa School,2011-12,975,40,152,163,172,161,152,135,0,0,0,0,0,0,0,498,51.10%,477,48.90%,53,5.40%,6,0.60%,84,8.60%,6,0.60%,826,84.70%,152,15.60%,16,1.60%,312,32.00%
31R003,P.S. 003 The Margaret Gioiosa School,2012-13,1037,44,153,171,170,176,163,160,0,0,0,0,0,0,0,518,50.00%,519,50.00%,60,5.80%,6,0.60%,95,9.20%,7,0.70%,869,83.80%,184,17.70%,16,1.50%,330,31.80%
31R003,P.S. 003 The Margaret Gioiosa School,2013-14,1019,43,136,159,169,177,181,154,0,0,0,0,0,0,0,501,49.20%,518,50.80%,57,5.60%,7,0.70%,103,10.10%,9,0.90%,843,82.70%,207,20.30%,12,1.20%,337,33.10%
31R003,P.S. 003 The Margaret Gioiosa School,2014-15,998,38,141,146,160,158,172,183,0,0,0,0,0,0,0,473,47.40%,525,52.60%,54,5.40%,5,0.50%,103,10.30%,10,1.00%,826,82.80%,194,19.40%,22,2.20%,317,31.80%
31R003,P.S. 003 The Margaret Gioiosa School,2015-16,903,35,102,142,151,156,152,165,0,0,0,0,0,0,0,421,46.60%,482,53.40%,46,5.10%,4,0.40%,104,11.50%,13,1.40%,736,81.50%,169,18.70%,14,1.60%,258,28.60%
31R004,P.S. 004 Maurice Wollin,2011-12,796,36,127,122,125,125,146,115,0,0,0,0,0,0,0,367,46.10%,429,53.90%,45,5.70%,13,1.60%,111,13.90%,6,0.80%,621,78.00%,226,28.40%,27,3.40%,330,41.50%
31R004,P.S. 004 Maurice Wollin,2012-13,789,35,124,126,117,121,120,146,0,0,0,0,0,0,0,363,46.00%,426,54.00%,39,4.90%,13,1.60%,124,15.70%,9,1.10%,604,76.60%,228,28.90%,18,2.30%,306,38.80%
31R004,P.S. 004 Maurice Wollin,2013-14,769,36,108,125,127,121,126,126,0,0,0,0,0,0,0,368,47.90%,401,52.10%,30,3.90%,13,1.70%,128,16.60%,23,3.00%,575,74.80%,234,30.40%,12,1.60%,284,36.90%
31R004,P.S. 004 Maurice Wollin,2014-15,800,71,111,111,126,134,120,127,0,0,0,0,0,0,0,373,46.60%,427,53.40%,37,4.60%,19,2.40%,131,16.40%,14,1.80%,599,74.90%,228,28.50%,21,2.60%,321,40.10%
31R004,P.S. 004 Maurice Wollin,2015-16,772,64,102,115,115,119,137,120,0,0,0,0,0,0,0,358,46.40%,414,53.60%,42,5.40%,19,2.50%,142,18.40%,13,1.70%,556,72.00%,230,29.80%,27,3.50%,293,38.00%
31R005,P.S. 005 Huguenot,2011-12,215,0,41,28,35,34,41,36,0,0,0,0,0,0,0,109,50.70%,106,49.30%,8,3.70%,2,0.90%,15,7.00%,1,0.50%,189,87.90%,27,12.60%,3,1.40%,47,21.90%
31R005,P.S. 005 Huguenot,2012-13,209,0,38,41,27,32,32,39,0,0,0,0,0,0,0,103,49.30%,106,50.70%,6,2.90%,2,1.00%,16,7.70%,2,1.00%,183,87.60%,29,13.90%,2,1.00%,37,17.70%
31R005,P.S. 005 Huguenot,2013-14,214,0,38,41,41,27,32,35,0,0,0,0,0,0,0,105,49.10%,109,50.90%,3,1.40%,2,0.90%,19,8.90%,1,0.50%,189,88.30%,43,20.10%,2,0.90%,46,21.50%
31R005,P.S. 005 Huguenot,2014-15,245,0,70,36,42,41,26,30,0,0,0,0,0,0,0,122,49.80%,123,50.20%,4,1.60%,2,0.80%,22,9.00%,0,0.00%,217,88.60%,55,22.40%,0,0.00%,49,20.00%
31R005,P.S. 005 Huguenot,2015-16,256,0,47,68,33,42,40,26,0,0,0,0,0,0,0,135,52.70%,121,47.30%,3,1.20%,1,0.40%,18,7.00%,0,0.00%,234,91.40%,53,20.70%,1,0.40%,45,17.60%
31R006,P.S. 6 Corporal Allan F. Kivlehan School,2011-12,809,34,114,127,140,138,139,117,0,0,0,0,0,0,0,383,47.30%,426,52.70%,24,3.00%,4,0.50%,75,9.30%,6,0.70%,700,86.50%,190,23.50%,29,3.60%,285,35.20%
31R006,P.S. 6 Corporal Allan F. Kivlehan School,2012-13,781,25,92,117,129,145,139,134,0,0,0,0,0,0,0,374,47.90%,407,52.10%,22,2.80%,6,0.80%,81,10.40%,14,1.80%,658,84.30%,189,24.20%,24,3.10%,306,39.20%
31R006,P.S. 6 Corporal Allan F. Kivlehan School,2013-14,757,35,100,97,115,128,141,141,0,0,0,0,0,0,0,366,48.30%,391,51.70%,21,2.80%,5,0.70%,83,11.00%,14,1.80%,634,83.80%,190,25.10%,23,3.00%,304,40.20%
31R006,P.S. 6 Corporal Allan F. Kivlehan School,2014-15,688,36,99,98,92,110,117,136,0,0,0,0,0,0,0,331,48.10%,357,51.90%,17,2.50%,5,0.70%,73,10.60%,17,2.50%,576,83.70%,180,26.20%,15,2.20%,252,36.60%
31R006,P.S. 6 Corporal Allan F. Kivlehan School,2015-16,631,36,91,92,94,93,111,114,0,0,0,0,0,0,0,297,47.10%,334,52.90%,19,3.00%,3,0.50%,73,11.60%,13,2.10%,523,82.90%,159,25.20%,18,2.90%,226,35.80%
31R007,I.S. 007 Elias Bernstein,2011-12,1186,0,0,0,0,0,0,0,390,399,397,0,0,0,0,593,50.00%,593,50.00%,57,4.80%,7,0.60%,95,8.00%,3,0.30%,1024,86.30%,168,14.20%,20,1.70%,374,31.50%
31R007,I.S. 007 Elias Bernstein,2012-13,1200,0,0,0,0,0,0,0,401,394,405,0,0,0,0,604,50.30%,596,49.70%,60,5.00%,4,0.30%,83,6.90%,2,0.20%,1051,87.60%,174,14.50%,8,0.70%,392,32.70%
31R007,I.S. 007 Elias Bernstein,2013-14,1210,0,0,0,0,0,0,0,403,409,398,0,0,0,0,636,52.60%,574,47.40%,64,5.30%,6,0.50%,86,7.10%,5,0.40%,1049,86.70%,166,13.70%,12,1.00%,400,33.10%
31R007,I.S. 007 Elias Bernstein,2014-15,1234,0,0,0,0,0,0,0,416,403,415,0,0,0,0,636,51.50%,598,48.50%,57,4.60%,8,0.60%,93,7.50%,5,0.40%,1071,86.80%,190,15.40%,9,0.70%,437,35.40%
